freq,gain,phase
0.1043081283569336,-23.813623895697077,84.6684073815089
0.11920928955078125,-22.652969742026198,84.23126555981835
0.11920928955078125,-22.623751385464516,84.23813955969312
0.1341104507446289,-21.56043132896846,83.51527005128733
0.16391277313232422,-19.828395718609485,82.40183723128541
0.17881393432617188,-19.083108042060346,81.58004515615308
0.19371509552001953,-18.410987707404537,80.96774842211641
0.22351741790771484,-17.182495860898996,79.81772243695556
0.25331974029541016,-16.138039141445933,78.35541837968417
0.28312206268310547,-15.216922920988385,77.12016009687387
0.3129243850708008,-14.394904057681847,76.00364717622746
0.35762786865234375,-13.264223996110395,74.15256736160326
0.4023313522338867,-12.333817378022365,72.26544242981073
0.4470348358154297,-11.496913537654581,70.50212332384201
0.5066394805908203,-10.522944544533175,68.07874477598261
0.5662441253662109,-9.681552630616121,65.87323194312957
0.6258487701416016,-8.935562171978411,63.64420541341242
0.7152557373046875,-7.984215916670879,60.37450911975443
0.7897615432739258,-7.298200059459986,57.74742839192792
0.8940696716308594,-6.484564971429071,54.246661305758714
0.998377799987793,-5.810534952609146,50.915204424986456
1.1175870895385742,-5.171736683098851,47.262514553240536
1.2516975402832031,-4.5667627895838745,43.4955140230792
1.4156103134155273,-3.969241866982485,39.226013098568636
1.5795230865478516,-3.4928501754933783,35.26201787712395
1.773238182067871,-3.0523435261988334,31.016895561218682
1.996755599975586,-2.6572095224812022,26.572901977090275
2.2351741790771484,-2.3409329721145458,22.27214074893007
2.518296241760254,-2.0617946828384435,17.70243027859305
2.816319465637207,-1.8392667141969152,13.395864022364224
3.159046173095703,-1.6635141383391852,8.93122497746927
3.546476364135742,-1.522993101852833,4.369989271187271
3.978610038757324,-1.4286383992817973,-0.19375438463594213
4.470348358154297,-1.3708081887870525,-4.8721592440985635
5.0067901611328125,-1.3491954491022224,-9.637480516070259
5.617737770080566,-1.362019780829196,-14.543813443032493
6.303191184997559,-1.414264306678929,-19.663656404289416
7.078051567077637,-1.5079589398271434,-25.031487387328536
7.942318916320801,-1.6444049524309046,-30.678429575706296
8.910894393920898,-1.8252323617987198,-36.62530287813912
9.998679161071777,-2.063171234135168,-42.8747063992773
11.220574378967285,-2.3585958847347945,-49.536586723628616
12.59148120880127,-2.727380342610053,-56.61889423500122
14.126300811767578,-3.171033227550313,-64.0525247306924
15.854835510253906,-3.716874711072042,-71.92779600397297
17.777085304260254,-4.355194957709556,-80.14600091678037
19.95265483856201,-5.114405000860992,-88.75950952697447
22.38154411315918,-5.985937966087665,-97.69493910393619
25.12335777282715,-6.997396185270423,-106.91554195499482
28.178095817565918,-8.157082154537017,-116.27956189467054
31.620264053344727,-9.45504606849087,-125.83103950135401
35.47966480255127,-10.906902553584139,-135.23661010361926
39.81590270996094,-12.486503207899812,-144.68497839454818
44.67368125915527,-14.220682995858665,-153.94151137712095
50.11260509490967,-16.11698685072299,-162.73407935505855
56.236982345581055,-18.1380622182756,-171.27055339758712
63.09151649475098,-20.24907358920443,-179.72526038226985
70.79541683197021,-22.53138185673243,172.5993297847814
79.43809032440186,-25.02398116748726,165.27983837396565
89.12384510040283,-27.46142138203064,159.1609092163742
100.00169277191162,-29.965746539319444,153.02058868561153
112.20574378967285,-32.4001547705755,147.1254935042834
125.89991092681885,-35.298751508993654,142.3793102252063
141.24810695648193,-37.856164052820326,137.5718104257944
158.48875045776367,-40.08720529227588,133.04172136252726
177.83045768737793,-43.03019748918031,130.52195099569278
199.52654838562012,-46.027241856878106,128.9438868109223
223.8750457763672,-48.144929028583576,130.6399964009961
251.18887424468994,-50.28814223909251,129.51280474399803
281.84056282043457,-54.2347271406824,131.69247578422068
316.23244285583496,-56.73389807176587,131.6656640322468
354.81154918670654,-58.601529683558766,139.10479326578303
398.11432361602783,-58.45202684409585,141.83239203924003
446.67720794677734,-62.19270157680824,132.6675745693754
501.18565559387207,-65.23022256286181,-178.6391092471076
562.3400211334229,-65.6170393463558,145.18778955263602
630.9598684310913,-68.13419072824581,165.28079383637592
707.9392671585083,-65.13258597207789,-150.37495510103327
794.3212985992432,-66.1978168949312,158.17965226208096
891.2533521652222,-67.71201485261521,173.29141076692517
1000.0020265579224,-72.26284773826353,119.5152558923266
1122.012734413147,-71.32974301362147,158.65992443694242
1258.9246034622192,-65.34815730813588,171.5717287804988
1412.5406742095947,-70.61453229921642,129.98334359375374
1584.8875045776367,-68.26292610697007,-144.49558006108538
1778.2747745513916,-71.0291932875928,164.84283633710345
1995.2654838562012,-77.65056535590735,-72.35233365891617
2238.720655441284,-74.06087499707695,-144.2505134945893
2511.8887424468994,-62.480016497966304,-143.13139702625406
2818.375825881958,-69.18736652967861,-154.45306378535844
3162.279725074768,-69.4120986811545,-140.29073904749714
3548.1303930282593,-62.89119202936695,178.88655031275468
3981.068730354309,-61.62100410977822,-123.89538655673994
4466.831684112549,-63.53929188433639,-159.30380213791003
5011.871457099915,-67.2641768294797,-94.19072498062594
5623.415112495422,-62.44410740920968,-150.20689091036868
6309.568881988525,-60.29801224599573,-122.01791187187497
7079.452276229858,-66.15990258812397,-149.1068097059234
7943.287491798401,-59.29412774661689,-136.91279013575212
8912.503719329834,-57.33623985462394,-155.20056874843283
10000.00536441803,-53.84341081508644,-167.5917844040714
