freq,gain,phase
0.998377799987793,-0.1357718028290739,-1.1795888897233024
1.1175870895385742,-0.14449173069143478,-1.3814275240928495
1.2516975402832031,-0.14110151311365002,-1.5039609393006914
1.4156103134155273,-0.14155523625972755,-1.7026483405858495
1.5795230865478516,-0.14636801467979718,-1.8760123481075412
1.773238182067871,-0.1410859176320594,-2.1055282943968923
1.996755599975586,-0.14645776500957006,-2.4067871268172794
2.2351741790771484,-0.14769548628776785,-2.6997989365294868
2.518296241760254,-0.152111261408429,-3.0256018384487384
2.816319465637207,-0.16030351518848532,-3.3545782245404556
3.159046173095703,-0.15751006049878463,-3.77669015700752
3.546476364135742,-0.16206974656454343,-4.214271332646675
3.978610038757324,-0.15984386331590575,-4.715978136296415
4.470348358154297,-0.1678801180729653,-5.3535788157609
5.0067901611328125,-0.1778520550034513,-5.962880762852555
5.617737770080566,-0.18852211120732854,-6.672223728160194
6.303191184997559,-0.2010829684831593,-7.470834445303861
7.078051567077637,-0.2106761025023881,-8.39284961901815
7.942318916320801,-0.2226939550103812,-9.41638991159529
8.910894393920898,-0.2490154615741208,-10.517862266635479
9.998679161071777,-0.2661474144419772,-11.801042621336595
11.220574378967285,-0.2995378034930451,-13.208411526853114
12.59148120880127,-0.3397597500757582,-14.792512090794595
14.126300811767578,-0.377731032002823,-16.544786670151993
15.854835510253906,-0.43420387641322217,-18.494523348567675
17.777085304260254,-0.5043131696302758,-20.684729706572966
19.95265483856201,-0.5843729384583797,-23.112663960789753
22.38154411315918,-0.6863082415976384,-25.742279685340705
25.12335777282715,-0.8129153843322251,-28.74533359036782
28.178095817565918,-0.9730506914963506,-31.941027926113527
31.620264053344727,-1.1572407047523903,-35.52064025774706
35.47966480255127,-1.3808432237996273,-39.370052619439676
39.81590270996094,-1.663261097085455,-43.56324740158796
44.67368125915527,-1.9958481146243778,-48.13590658165198
50.11260509490967,-2.397044320770316,-52.95649024091742
56.236982345581055,-2.8654294838142236,-58.11814539769232
63.09151649475098,-3.391129662912364,-63.518834442213496
70.79541683197021,-4.011409012648221,-69.16441723618756
79.43809032440186,-4.705647426093929,-75.00590283877962
89.12384510040283,-5.509098409102177,-80.92347931542123
100.00169277191162,-6.4479632347917875,-86.95979460759297
112.20574378967285,-7.455463229797638,-93.12515263349205
125.89991092681885,-8.53432484624442,-99.03166366366548
141.24810695648193,-9.699319246131632,-105.03739902385335
158.48875045776367,-10.979034952187195,-110.78506816729092
177.83045768737793,-12.303823531998631,-116.29079592925474
199.52654838562012,-13.738754012744362,-121.73778999229073
223.8750457763672,-15.2424382924251,-126.44602221502277
251.18887424468994,-16.875894685072925,-131.7468294729202
281.84056282043457,-18.633162923663143,-136.0913534596412
316.23244285583496,-20.374738435560012,-139.93778622315503
354.81154918670654,-22.045187969823846,-143.7762736229494
398.11432361602783,-23.843183243815872,-146.0627950853691
446.67720794677734,-25.731210455435143,-149.58910383595543
501.18565559387207,-27.57906927606086,-153.4819290206423
562.3400211334229,-29.451657754014793,-157.68338215481566
630.9598684310913,-31.231677319661586,-159.04104315255213
707.9392671585083,-33.1633709009783,-160.1364481830928
794.3212985992432,-35.00799272725538,-163.90090808869093
891.2533521652222,-37.58411291044247,-160.21861428029408
1000.0020265579224,-39.92576382762861,-165.35848907213605
1122.012734413147,-41.38721901177032,-169.57734900040504
1258.9246034622192,-41.98518719133365,-169.09381833713098
1412.5406742095947,-44.22349010244179,-165.22624408424568
1584.8875045776367,-44.791535057682424,-168.62603362476926
1778.2747745513916,-46.628250683515404,169.51538342079377
1995.2654838562012,-50.968839136639154,177.45877373829993
2238.720655441284,-47.89309359258589,-164.43979886824715
2511.8887424468994,-51.341083802407766,176.86397412495862
2818.375825881958,-52.68832921606801,-153.9174922465358
3162.279725074768,-57.28250816147667,-142.67328040119466
3548.1303930282593,-58.71440031969403,-126.31215267008164
3981.068730354309,-55.64653281634612,162.21623651425082
4466.831684112549,-56.977209864951504,-151.36738915171478
5011.871457099915,-56.15659660087465,105.02755230599158
5623.415112495422,-66.11622583897885,113.76958048407289
6309.568881988525,-53.988524110275044,-177.13494747253026
7079.452276229858,-51.851791025000466,-113.94966758533852
7943.287491798401,-59.952213733478246,-151.52255951813436
8912.503719329834,-52.615598676965845,-140.45004326412734
10000.00536441803,-58.87173350755346,-142.43446863097404
11220.186948776245,-65.59123664474699,-84.91357647547967
12589.260935783386,-67.10013724223101,-134.03837522505714
14125.37693977356,-55.95874204793504,70.28849963767273
15848.934650421143,-56.00305517968883,135.1341400884379
17782.792448997498,-51.868976286666,-173.05654073867802
19952.625036239624,-51.91868424592758,163.8390968515354
22387.20655441284,-59.384638010205684,171.35717943107733
25118.857622146606,-51.181768568784705,152.4960823818744
28183.83276462555,-54.213607435789875,-161.48480471559054
31622.782349586487,-58.86266145849815,125.528942359621
35481.33373260498,-59.304300040994235,161.04783287787922
39810.71710586548,-56.54396110930165,175.32670357505
44668.36154460907,-63.70837596898431,-166.8624614733608
50118.72947216034,-53.433225178777654,-174.87164220343493
56234.13622379303,-54.4787747125281,112.49738180499254
63095.733523368835,-52.769978091655325,142.37987590157024
70794.58236694336,-67.04538808353861,126.82543342851677
79432.83021450043,-54.35779329909907,104.45539616970733
89125.09679794312,-51.731035458922996,128.6357734910148
99999.99403953552,-60.46264362050577,53.581951003841205
