freq,gain,phase
0.1043081283569336,33.98226495926392,-0.8064276925242634
0.1043081283569336,34.001132704103696,-0.6314971096495033
0.11920928955078125,34.14584472944658,-0.5046859805297751
0.11920928955078125,34.25812848057718,-0.5427422315088524
0.1341104507446289,34.17535517501737,-0.7391656148069374
0.1341104507446289,34.18639118575465,-0.5497969524358574
0.14901161193847656,34.3733920439897,-1.2002462813037658
0.16391277313232422,34.43637046020348,-1.4903306678440842
0.17881393432617188,34.508725241805735,-1.2173240839539496
0.17881393432617188,34.43226156937834,-1.345097648701819
0.19371509552001953,34.46815275288644,-0.6315194720560744
0.2086162567138672,34.34725978269683,-0.7391022453946801
0.22351741790771484,34.39828240277783,-0.39538112955854615
0.2384185791015625,34.39374729243081,-1.1550983189162431
0.2682209014892578,34.369839926655146,-1.5722772154629427
0.28312206268310547,34.26346467221732,-2.5663444606440433
0.2980232238769531,34.32436742309538,-1.995771365241305
0.32782554626464844,34.324851310094296,-1.3166347329495645
0.3427267074584961,34.29166419961381,-3.0640223421109303
0.3725290298461914,34.30368003245682,-1.647420866579185
0.4023313522338867,34.35250244347374,-3.138163722380736
0.43213367462158203,34.41879500058927,-2.7672868347847044
0.46193599700927734,34.24178999893123,-2.464839314571665
0.49173831939697266,34.26340625076365,-3.3520584065161643
0.521540641784668,34.42341208222933,-2.9192739191591315
0.5662441253662109,34.300435667363146,-3.9627959938036814
0.5960464477539062,34.346302159816055,-3.323333904708805
0.6407499313354492,34.28684198770072,-3.5151237188261337
0.6854534149169922,34.46075484662408,-3.814191752483015
0.7450580596923828,34.449194141472695,-4.6102640954005745
0.7897615432739258,34.37955110205092,-5.11353988464372
0.8493661880493164,34.344139177669376,-4.08078980462188
0.908970832824707,34.359346476805804,-5.864106480971431
0.9834766387939453,34.28309044765153,-5.424873456550459
1.043081283569336,34.33527997907577,-5.986089891517161
1.1175870895385742,34.30192073799232,-5.991243469798966
1.2069940567016602,34.27828971354822,-6.555050767802783
1.2814998626708984,34.2291432051326,-7.743147507092839
1.385807991027832,34.16564408159725,-7.549499280677608
1.475214958190918,34.19114740413572,-7.882108775954253
1.5795230865478516,34.30397134879345,-8.594361337203685
1.6987323760986328,34.24774578203413,-9.068723248811631
1.817941665649414,34.29378323770587,-9.663324805667406
1.952052116394043,34.25008578113668,-10.547791167284732
2.086162567138672,34.23525121426875,-11.90437762094289
2.2351741790771484,34.196415350054686,-13.156528079177397
2.3990869522094727,34.15444448090299,-13.296847065352768
2.562999725341797,34.09272253929974,-13.822735536936609
2.7567148208618164,34.03150332798731,-15.500229554786827
2.950429916381836,34.016929010777545,-16.053701715850917
3.159046173095703,33.96976794313368,-17.615744068412923
3.382563591003418,34.03441644007674,-17.995619829532096
3.635883331298828,33.90192716355321,-19.309034825110725
3.8892030715942383,33.82448876073457,-21.782043406816463
4.172325134277344,33.822063482940045,-22.015418593892008
4.470348358154297,33.749465519382284,-23.867295034198417
4.783272743225098,33.5603495916055,-24.47415994745537
5.125999450683594,33.48806132060821,-26.862420029607854
5.498528480529785,33.40713639787429,-28.516691145346392
5.885958671569824,33.269089113665416,-29.739899126898717
6.303191184997559,33.06122324620333,-32.24320817949081
6.765127182006836,32.95106806395495,-33.57846466238509
7.241964340209961,32.643747172386966,-34.73395706480439
7.763504981994629,32.55892819701739,-37.059861969670344
8.314847946166992,32.251666279907894,-39.261373123036805
8.910894393920898,32.09961805787586,-40.77682686397496
9.551644325256348,31.800597544294376,-42.88235184728123
10.23709774017334,31.65325487743935,-45.0795711423274
10.967254638671875,31.34849896888978,-46.34095429146991
11.742115020751953,30.951785765175575,-48.401450765561044
12.59148120880127,30.70355782799173,-50.409750119578725
13.485550880432129,30.412840630054163,-51.87724588573105
14.454126358032227,30.04004067181164,-53.424727330261376
15.482306480407715,29.803885881641538,-56.27060083882116
16.59989356994629,29.35458250237039,-57.55041543673845
17.777085304260254,28.987512159293296,-58.915033632277314
19.058585166931152,28.63137465056576,-61.65293315833876
20.41459083557129,28.287599258361368,-62.91230868707162
21.87490463256836,27.85893872490145,-64.2181116180686
23.439526557922363,27.521059217812486,-65.27478624839091
25.12335777282715,26.96867088135605,-67.22609139206625
26.911497116088867,26.57872672203409,-68.75209062619248
28.833746910095215,26.28384045251571,-68.98066598087965
30.90500831604004,25.756525125143096,-70.49796190474744
33.11038017272949,25.292900234577314,-72.28635875402058
35.47966480255127,24.906831246398507,-73.0845131096891
38.01286220550537,24.33471451178778,-73.90972933740686
40.73977470397949,24.041878025999438,-75.47095900119696
43.645501136779785,23.68413211018167,-75.8938499743776
46.77474498748779,23.04508045781042,-76.54631474875839
50.11260509490967,22.626471271668443,-77.72966640028854
53.70378494262695,22.25782992585505,-78.53985958994687
57.54828453063965,21.898711657903497,-79.07281107232333
61.6610050201416,21.425935184001776,-80.32556723158703
66.07174873352051,21.138334338896595,-80.16508827630564
70.79541683197021,20.763277603170724,-81.8715328988053
75.86181163787842,20.31410631646189,-81.97939824612357
81.28583431243896,19.901363376230947,-82.02228630682019
87.09728717803955,19.477181618352407,-82.11157302118923
93.32597255706787,19.125724289341484,-83.73876447634807
100.00169277191162,18.84429241899459,-82.92049983258657
